date,rating,review
8/6/2016,4 star rating,"Really nice food, lovely decor, we enjoyed the colonial design. Good service. Thank you."
28/3/2014,4 star rating,"This is a great choice for a fun, affordable restaurant - especially when you're in a neighborhood of primarily chains. The food selection is just right - not enough to overwhelm but plenty of veg and non-veg options. It is a great place for family-style dining and even tapas, or just ordering your own meal. The waitstaff is lovely and very accommodating and even without a booking and going late on a Friday night, the wait was not too long. You can dress up or come as you are - either way you will fit in!"
21/2/2015,5 star rating,"DISHOOM!!  Quite possibly the best indian food I've after had in my life.  Dishes like Chicken Biryani and Chicken Ruby were well balanced and simply ""Brilliant"" as they would say in London!  Great samosas, chutney and raita as well!. Very easy to get to from the Tube station at Leicester Square.  There was a wait/queue outside that took about an hour on a Saturday night at 9:30pm, but it was worth it!!!  The staff was very nice and offered my pregnant wife to wait seated inside but we declined since we felt fine.  The host/hostess staff brought out chai tea and some mint hot water thing for everyone outside in queue, which was nice.  I never want to eat indian food in the US again! until next time... Dishoom!!!!!"
15/12/2014,5 star rating,"My husband and I stumbled upon this place after seeing a play on the west end and were plain freaking thrilled. Awesome Indian food, great atmosphere, cool vibes.  Try the ""memsahib's mess"" dessert. It was great. Everything was great."
1/5/2015,5 star rating,Their indian breakfast are to die for..don't forget the chai! love!
31/3/2016,4 star rating,yes it's a nightmare to get into and yes they are mega precious. And yes it is expensive indian street food. But one can't deny it is so good and fun.
29/7/2017,4 star rating,"it's a type of restaurant that you have to wait in line from 30 minutes to an hour to be seated , the food choices were many, overall great experience"
2/9/2014,5 star rating,"This was a gem of a restaurant in the middle of London.  Yes London has a lot of Indian restaurants, but the reviews do not lie.  Even the cocktails were exotic.  Must try if you are in the area and love Indian food."
22/4/2015,4 star rating,"Went for a business networking event so not the best opportunity to explore how good the food was, but it was good enough to make me want to go back. And they've certainly got the styling right."
22/7/2015,5 star rating,"Dishoom was a great experience, I can not believe the conversation we started all having after the cutlery turned up meaning the steel jugs and glasses and the menu. Sharing our memories of India. The food was really nice we ordered a combination of different dishes as we were a party of 6 and was really nice. The flavours and spices was just right for us. I was very surprised on the cheese chilli toast , how much I enjoyed it and the bowel of greens I could taste some kind of mango pickles... but really nice, i would reccommend this restaurant. The waitress made a small mistake in our order and we was offered complimentry Tea (Chai), without us even mentioning anything. Very polite and welcoming staff."
11/5/2016,5 star rating,wonderfull food. small portions .lots of choice....long queues ..worth the wait
25/11/2014,5 star rating,Ordered 6 dishes and all of them were finger licking good. Lots of vegetarian options. Reasonably priced - well for London at least.
2/4/2017,5 star rating,"Just fantastic food and service!!! Wait the 1.5 hours!!!! Wait. They take care of you even when you're waiting in line with great coffee, Indian tea etc...it's the place to go when you're in London"
5/9/2014,4 star rating,"Lots of curry houses in london, this one's worth a stop delivers Great street-food style Indian food. Share the small plates and the buzz of the place. Beer list could use an upgrade."
16/11/2014,4 star rating,Black daal was the best part - delicious! The lamb biryani was very dry unfortunately. Good prices and service overall but I would say the long lineup wasn't worth it. You can reserve for before 6pm though which is what I would recommend.
4/7/2017,5 star rating,The best Indian food I have ever eaten. The Ruby Chicken is fantastic as are the spicy lamb chops. Don't miss the mashed vegetable or garlic naan. And they are right about the chocolate pudding -- you will not want to share it! we waited an hour an ten minutes on line but it was well worth it.
12/7/2010,4 star rating,"London's first Bombay cafe, Dishoom brings a slice of cool Bombay to Covent Garden"" says the website and so it does. We were lucky enough to be invite to a pre-opening dry-run but you can sample their delights from Thursday - with the added bonus of 50% off during their first week. No reservations are required so get there early to avoid disappointment!!!! I can categorically say that this place will be full to bursting from the off... Dishoom advertises itself as a street cafe which are, according to my wiki research, sadly (if this restaurant is anything to go by) a dying breed. The menu is simple and varied enough without being overwhelmed with choice. The portions that come are small(ish) but don't be deceived, we only ordered a small dish and main each and were stuffed and barely touched dessert! There is an open kitchen so try and nab one of the popular booths in the bright and airy room upstairs; serving dishes such as chilli cheese toast and fish tikka, and main dishes including salads, roomali roti wraps and grilled kebabs. We were spoilt for choice with hot cumin laden lamb chops, a juicy mince meat keem pau spread on buttery bap, delicate flaky fish fingers which are perfect with the fragrant mint sauce, a hot! hot! byriani, and my favourite (and their signature dish) the melt in the mouth chicken tikka.. just beautiful. We were absolutely gutted when they accidentally sent us some prawns and then immediately took them back...they looked big and fat and juicy and the smell of coriander and lime..mmmmmm... oh well.. next time!!! Service was a bit haphazard, as you'd expect on a dry-run with frazzled nerves in the run up to an overdue opening. But it was smiley and our waitress and greeter were lovely and chatty and amazingly knowledgeable and helpful. The only supremely petty criticism I would have, and this is purely my own taste I should pint out, is that I wasn't a fan of the black daal; which tasted more like Heinz mulligatawny; I like my daal almost a warming slushy oniony, garlicky soup. And the chocolate fondant didn't sit so well with the rest of the menu though we all had ideas about how to make it more authentic: chilli said one, NO, cardamom said I. The waiter said that they were thinking of making it a chocolate and pistachio brownie.. mmm, that will go perfectly with the cinnamon ice-cream served alongside, which was just divine and I'm not especially a fan of ice-cream - it's not a real dessert to me, more of a fob-off. The gola ices were also lovely, the mango and ginger a perfect palate cleanser. Unfortunately we didn't try the chai or the cocktails, we were just too full of food and drink to even contemplate it, I'm leaving that for a revisit. They won't be waiting too long... like I said there's 50% off the first week AND they open for breakfast. oh woe is my wallet!"
20/11/2010,4 star rating,"After a week of eating boring, giant group dinners with co-workers on a work trip to London, Dishoom was a most delightful change of place. In Leicester Square, it's walkable from lots of places. The space itself is gorgeous: dark, lacquered wood, an open kitchen, and lots of shiny sparkly lights to make you feel warm and cozy. The downstairs area is enormous, so tables are pretty readily available. We went for 'girls night' -- and Dishoom is perfect for that. It is, in essence, Indian tapas. Our server gave us a quick rundown of the menu and suggested some good options for sharing. She also forewarned us that the food comes to your table as it comes out of the kitchen (pretty standard for tapas and worked out just fine, as a steady stream of dishes arrived throughout our dining experience). Food highlights: the Grilled Masala Prawns had amazing smoke and spice flavor; all of the Biryanis we had were incredibly tasty and, in a few cases, pretty spicy. I'd definitely recommend a side of raita to cool things down. And, of course, the naan was delightful. When isn't naan delightful? Desserts were super yummy, most notably the cinnamon ice cream. The only real food lowlight: the vegetable samosas were oddly bland and mushy. They also are not made on-site, as we learned when we asked if they included nuts for one of our friends with a nut allergy. The server and kitchen said they could not confirm, as they don't actually make them there. Curious. [The menu does, by the way, include an indicator of which items have nuts and which are veg, which is helpful if you have a group where some folks have dietary limitations.] Service was oddly hit and miss. When we started, our server was thoroughly attentiive. By the end, I actually had to get up and pick up our glasses of wine from the bar (which we had seen sitting there, lonely, for about 15 minutes). The bartender apologized profusely and was clearly more bent about it than we were. :) Overall, I'd go back in a heartbeat. The warm room, the yummy and wide-ranging food options, and the overall festive nature of the place makes up for whatever shortcomings we may have noticed in our visit. When we finished, we rolled out into the cold after our meal -- just the perfect level of full and pleasantly lit, with big smiles. It's definitely worth giving Dishoom a go."
10/5/2011,4 star rating,"I visited Dishoom recently after a recommendation from a friend. The food was brilliant, the chicken dish I had was very tasty, the bread and black dahl was also very very good. The choice of cocktails, whilst small, was very nice and overall I was really impressed with the quality of food, drink and ambience. Whilst the service was friendly it was a little slow but this doesn't put me off from going back or trying their new pop up restaurant on the South Bank"
11/7/2011,4 star rating,"Good food! Nothing that bad to say about this place. To be honest, I have had better Indian food in London--this seems a little more new wave-y to me, and not very authentic. That's okay though, because it's still great food. The decor is great as well!"
24/6/2012,5 star rating,"I got here about 5:30pm, right before the post-work rush, so it was much easier to get a table. Ended up sitting upstairs, which has a more open feel, but downstairs can be good if you have a larger group that can use the booth. Also glad they took credit card since I did not have any Pounds on me. I ordered the Samosas and Pau Bhaji ... delicious! Really excellent food with great wait staff. The interior decor and ambiance is what really sold me on this place."
24/9/2015,5 star rating,Brilliant brilliant brilliant food!! Small portions for the price though
19/3/2015,5 star rating,The best Indian food I've experienced in the UK or otherwise. Ate here on the recommendation of a friend that lives in the neighborhood. Unbelievable vegetarian menu. Great drinks. Great vibe. Just the best.
12/3/2017,5 star rating,"Long wait so go prepared for that or make a reservation. However, the food and service is worth the wait. The review of others were accurate and recommendations good. We also ordered an amazing martini and the Bombay version of pina colada, both were excellent."
13/3/2015,4 star rating,"The food here was delicious and very reasonably priced. The inside decorum was very festive. The cocktails were on point. However, I very much doubt I will ever go back. The queue was an hour long JUST to get inside and then another forty minutes waiting at the bar for a table. It's hard to justify such a wait unless its literally the best Indian food I've ever had, which this was not. They did give us free sherry drinks and hot chai while we were waiting though."
5/6/2017,5 star rating,This is the first time I have ever publicly reviewed a restaurant. I feel so passionately about this place that I must cheer them on. I ate the lamb samosas and vegetable curry and am 100% satisfied. The service was excellent and the atmosphere is delightful and authentic. Visiting London and want a taste of the cultural variety? Definitely eat here.
30/8/2016,5 star rating,"Even with the long queue my wife and children (21 months and 9 yrs) thought it was worth the weight.  We loved the food, the service was quick, the cost was relatively decent."
15/12/2014,5 star rating,"Hands down the best Indian food I have had in my life. Everything about this place is amazing and worthy of going to again and again. The atmosphere is incredibly enjoyable and fun, and the overall feeling you get when you walk through the door is as if you walked into an elaborate party. Great service staff, and very accommodating of our reservation a few weeks out! The food is amazing...the Chicken Ruby is good enough to have twice! I'll be back next time I'm in London."
1/6/2015,4 star rating,"Breakfast is amazing here and the decor is perfect, highly enjoyed it and would recommend if you want to try something a little different for breakfast"
22/5/2015,3 star rating,"A fun and friendly place, the food was ok but i couldn't quite see what the fuss was about.. I found my food a little boring but perhaps I chose the wrong thing.. I do want to give them another shot though and try their brunch which is supposedly great, but that may be another case of over hyped!"
22/5/2015,4 star rating,"Dishoom is a great restaurant serving Indian cuisine. It's tucked away on an unassuming entrance in Shoreditch. The portion size is a little small, but the food is very tasty and the food is reasonably priced. I've heard their breakfast is really good so I'll definitely be going back for that!"
25/7/2015,5 star rating,"Excellent..  Great food, great ambience, amazing cocktails..  Queuing can be taxing though.."
14/5/2015,4 star rating,I took two friends visiting from Germany as they wanted something a bit different. There brunch menu is fantastic. I had the bacon naan!!! Was extremely yummy!
18/6/2014,5 star rating,"Loved the food, never thought the black daal could be that good! Chicken ruby had wonderful complex spices and get the roti to soak up every last drop of it. Portions aren't large, but the roti for mopping up the sauces makes up for it! I'd certainly go again! MUST MUST MUST!"
10/5/2015,5 star rating,"OH MY GOD! I was in heaven Friday!!  I LOVE Indian food, and was so hungry after a long day at work, and the Dishoom did NOT dissapoint! I had the chicken tikka masala (probably the best iv ever tasted) with garlic rice....soooo good! the sauce was amzing! i had a garlic naan and sagaloo too! I also tried something id never had before, okra fries, they were to die for! You must try them! the whole meal was delicious, the staff were friendly and great service! i will 100% return!!"
18/9/2014,4 star rating,"Fantastic Indian fusion! Had the calamari, chicken tikka roll, and mango lassi-- all so delicious and fresh. Great flavones and not too overpowering like some Indian dishes. Was subtle and very well presented. Will most definitely come back!"
31/1/2017,3 star rating,really nicely decorated and friendly staffs. the food was fine.
23/7/2010,4 star rating,"The decor is perfect. The food is hit or miss, though more hit than miss. Keema pau was okay. Pau bhaji was pretty good. The masala prawns were fantastic. The daal and desi fish fingers were very good. Paneer roomali roti roll was meh. Overall a great experience."
24/11/2010,4 star rating,"Nice place for a shopping break. I have been there three times and it seems to be consistently good. I am not too excited about the main dishes, but as they are more a Cafe than a Restaurant that's not the point. The ""tapas"" style dishes are all good. I like the squid and the Samosas in particular. Definitely get the ""Thums Up"" Coke - that's worth the visit in itself. Look it up on Wikipedia to find out what's it all about. Atmosphere is lively, but not loud. The Service was everytime very friendly."
19/8/2012,4 star rating,"I had heard of this place until the Qype event, but i will definetly be back. despite being in the heart of covent garden it really is an inexpensive place to eat. The quality of the food we had was very nice and looking at the menu it reminds me of an indian tapas bar. we started with a bombay pimms, and served Keema Pau,Bhel,Skate Cheeks after speaking to the chef (very knowledgeable and the look of a bollywood moviestar ;), we then also had Calamari and a vada (a spicy potato patty in a bun). The drinks walla also came over to speak to us and gave us a history on the drinks and out bombay pimms. The staff are very friendly and informative on their menu and history and i have no doubts in recommending this resturant and i will definetly be going back to sample some more dishes as the lamp chops sound very nice"
19/5/2016,5 star rating,"The hype is real! I ordered a lamb bun dish (forgot the name), and it was excellent.  But the main highlight (and most memorable) was the Chicken Tikka.  The chicken was juicy and moist, and the levels of flavor were so intense, I can't even describe them into words.  My mind was completely blown.  The staff was very friendly and attentive, so bonus points there too."
26/4/2013,4 star rating,"I've been wanting to try out Dishoom for ages but can never be bothered to queue. However, if you go at 10pm on a Thursday night, there is no queue! I went with a friend who had been before so left the ordering up to her. This being a good thing as I am horrible at making decisions and I would have happily ate half the menu. After putting in our order, we sat and chatted while enjoying the atmosphere and lovely aroma (which indeed made me even more hungry!). I was slightly sceptical if it would taste as good as it smelled, but my oh my, I need not to worry! We had a lamb dish, daal, calamari and roti - all of which were fantastic! I would go back for the calamari alone. Overall - lovely atmosphere, delicious food, good service and decent prices. I will definitely be back and may possibly even queue for a short while."
23/4/2017,5 star rating,"Fantastic, staff kept us entertained for the 30 mins wait in line and the additional 30 mins at the bar, food was extraordinary and well worth the wait. Would recommend to anyone."
30/6/2015,4 star rating,"Lovely - been several times, food is fab, service good and drinks are excellent. Can't wait to go again."
3/9/2016,3 star rating,"We came here based on the Yelp reviews. Being a friday evening, there was a large crowd gathered outside which is always a good sign. We didn't have reservations and we were told the wait would be an hour. However, it ended up being far shorter (maybe 30 min?) and time passed by quickly as we made small talk with other customers. They serve complimentary drink samplers which are delicious while you wait for your table. The place is extremely clean and the decor is modern eclectic, lighting is a bit too focused, like spotlights on you, rather than ambiance lighting. it gets pretty loud in the rooms but not annoyingly so. Service is very good though the busy night left the hosts a bit frantic. We started with the Far Far, a crispy appetizer with spicy sauces. Delicious and my favorite dish. A crispy treat with a nice spicy kick to it. Next came the Bada Pau, a potato mash on dinner bun, which I enjoyed as well though my wife didn't. The potato was well prepared though my wife felt that it wasn't nothing special. The Spicy Lamb Chops followed. This was the most disappointing dish for us both. The meat was overcooked which made it dry and a bit too fatty. I understand that the fat is likely left on to keep the meat moist but they still missed the mark on this one. The Black Daal, a lentil based dish, was my wife's favorite. She enjoyed the perfect creamy consistency and felt that it was seasoned perfectly. She felt that it was perfectly paired up with the Garlic Naan. On the other hand, I felt that it was lacking in flavor and was a bit too watery. The Roti was a bit too rubbery and lacking the toasted softness that is typical of a good roti. All in all, I was left disappointed while my wife was a bit less so but commented that she would return to explore the menu more."
15/4/2015,4 star rating,"Good atmosphere, good tasty food & attentive service. You do need to wait for a table unfortunately but it is definitely worth doing. I recommend the samosas and lamb chops."
10/1/2015,5 star rating,"The best Indian food in the world! Pros and outstanding: Biriyani - exquisitely spiced with subtle flavors and wonderfully tenderized meat Roti - outstanding without the traditional soaking of ghee - served very fresh, hot, and tasty! Malabar Monsoon Cappuccino - very nice twist of the Italian version Fried Okra - never looking back on French Fries again! Outstanding service! The hostess, waiters, and staff are truly interested and dedicated to their customers and recognize them for repeated service. Ambiance and decor - provides the perfect backdrop that compliments the food and service Mediocre: Naan - although traditional and well executed, a little too dense for my taste Long lines - unless dining early for breakfast, or before 5 PM for dinner, there is a long line (20 minutes or longer) - However, they serve hot chai while waiting that compensates for the inconvenience Pineapple crumble - would have preferred more pineapple and less crumble - just my preference - however, other restaurants in London (non Indian) have also served crumble with these proportions of fruit/crumble. This may reflect a regional food preparation rather than a execution flaw. For any Indian food afficiando, eating at Dishoom is a must!"
24/10/2016,4 star rating,"After reading all of the stellar reviews from various published reviews, newspapers, magazines, etc, I was really expecting a super wow experience. The staff is great and the service was very good. Be prepared to wait if you don't get in before 6 or don't have a rez. The que can move pretty quickly, but be prepared to wait. The food was tasty and the vibe is fun. I've eaten at the one in Shoreditch and Covent Garden and they are consistent. I just wouldn't say this is the best Indian food I've ever had."
3/4/2015,4 star rating,"great food, particularly good breakfast. The King's Cross location usually has less of a queue. Overall a good value experience."
19/11/2013,4 star rating,"Being from Alaska, I really enjoy a good Curry when traveling. Dishoom didn't let me down. Pleasant (clean) atmosphere and excellent choices."
22/12/2016,1 star rating,"Came here with a party of 4 just a few minutes past 10pm on a Thursday night. My family came from California and wanted to try Dishoom the entire trip. We were turned away at the door for it being ""too late"" despite the restaurant being open until 11pm. We could have even ordered take out but the door man told us to go eat somewhere else. There were 2 couples in line in front of us, it's not like we brought an army of people to feed. We went to Punjab down the street and they were very accommodating."
20/12/2016,1 star rating,"Markedly unprofessional behaviour by front of house staff on a Tuesday afternoon. Rude, dismissive, and unwilling to answer simple questions regarding wait times and availability. I will not be returning."
6/8/2014,5 star rating,"Shaheed and Lucy were just delightful and made me feel like part of their family! The food was delicious! Mutter paneer and the lady fingers with chutney were flavorful and the portions were just right. The prices were a little high, but being right in the middle of central tourist section, this was not unexpected. Will plan to return with my family!"
23/7/2014,4 star rating,"Pretty good food. Had never tried curry in the UK, so I thought to check it out since we were in Covent Garden. The chicken ruby was very good. Aside from many standard items there are a few fusion-like entrees (e.g. The memsahib's mess in the dessert menu, which were good). We didn't make a reservation at night and it was an estimated 45min wait, but were seated sooner. It would be a good idea to make reservations for dinner I think."
5/6/2016,3 star rating,I don't get the raves.  Mediocre Indian food at best.  Pretentious and definitely not worth the wait in the evenings.
6/3/2017,3 star rating,The food is really good but nothing you couldn't get at another nice Indian restaurant. I probably wouldn't que for a table again. Cool place for a group or evening out.
7/7/2014,4 star rating,All parts of our meal were amazing! The highlights were defiantly the fresh warm naan that came from the oven directly to your table and the chicken ruby! Will definitely be coming back on my next trip to London!
28/4/2015,2 star rating,"Overpriced and overrated. I've been twice and each time had ridiculous wait times; the second time being over one hour outside in the freezing cold and they didn't even have heaters or let us order from the bar, which would have made our wait less painful. Then once inside we had to wait another 20 minutes at the bar downstairs for a table. The food, while interesting, was overly salty (on both visits) and not that memorable. Highlights were the fried okra chips, the greens and the mango ice lollies. Please note that they don't serve the customary curries, this is Bombay street cuisine. All in all, this is not worth your time or money; you'll be much happier with any of the decent Indian restaurants around Euston Station at a much cheaper price, though you won't get the same atmosphere."
12/9/2010,3 star rating,"Dishoom can be quite hit or miss. When it's good, it's very very good. When it's not... well ... it's not. The things to avoid: Kulfi - Once you've eaten the real thing - this one just won't cut it. Paav Bhaaji - The bhaaji is good, but the paav is NOT. Chili cheese toast - So disappointing. How did they go wrong with cheese & chillies!? Things to definitely eat: Daal Makhni - YUM! Roomali Roti - generally excellent, although sometimes they make it crispy & ruin it. Masala Prawns - TO DIE FOR!"
15/6/2012,3 star rating,"Amazing food! We had a bit of a wait, but there is a nice bar area to order drinks and small plates. Service at the bar was excellent- bartenders were very attentive. The biggest problem arose once we were seated. Our waiter was incredibly absent and negligent. When we asked for things... Like water... He didn't bring it, and every time he walked by, he didn't even check in to see if we needed anything. The only thing that saved our experience was another waiter, who really picked up where our waiter left off. The other waiter managed to handle all his tables, and bring us water, take our wine order, and check in regularly to see if we needed anything. At the end of the meal, I was more than happy to tip, but I strongly felt the tip belonged to the other waiter- not ours. Our waiter did nothing, he clearly had other tables he favored. I used to be a waitress in the service industry, and my belief is no one is entitled to a tip, you must earn it. So, I did not leave the ""optional service charge"" on my bill, and I instead gave the tip to the waiter who actually took care of our table. I was out the door of the restaurant, when our assigned waiter chased us down to confront us as to why we didn't leave the ""optional"" tip. I was shocked, and he followed up with the manager would like to know. I should have asked to speak to the manager, or just emphasized that the tip was OPTIONAL.... But instead I went through the reasons I did not leave a tip for him, and why I gave the tip to the person who actually took care of our us. I was just in such shock- I have never been chased out of a restaurant and interrogated as to why I did not leave a tip.  That waiter spent more time chasing me out, than he did at our table the whole night. I highly recommend this restaurant for the food, and if you get seated in a section with a good server, you will have a 5 star experience!"
27/6/2014,5 star rating,"Dishoom has by far the best Indian food I've ever had, although I've never been to India. It is the 2nd best restaurant I ate at during my month long vacation in Europe. I highly recommend this place. Everything we ordered was fantastic. I wish I could eat there again."
28/8/2014,5 star rating,"Great and friendly service which is just a primer for the absolutely amazing food. Care and quality of cooking and ingredients are clearly evident not to mention the creative twists on some Indian classics like biryani and okra. As an Indian having 35 years of experience eating Indian and Pakistani food, I can say this meal was eye opening and exceptional. I may even go so far as to say my mama's cooking may have some competition. The black daal cheese naan chicken tikka okra fries and behl were all top notch as was the chicken biryani. I'm thankful for running into this place during my 4 days in London."
5/9/2013,3 star rating,"OK Indian in Covent Garden.  I expected a lot more spice here.  The food was tasty but had no kick.  What!  I want spice and there was little.  Service good and I really enjoyed their own IPA though.  In sum, I'll try another Indian restaurant the next time I'm in London."
5/2/2015,3 star rating,"It's really challenging to cue for 1 hour when outside it's freezing. Fortunately they brought us a tiny glass of Chai Latte. When we finally entered they said we had to wait for just 20 minutes but it was a lot more. The food was good but unfortunately overloaded with coriander that covered all the flavors. There was a lot of noise. I didn't find it great as a lot of friends of mine said, it was not so bad. I don't think I'll go back there to have Indian food, I'll try something else. Try Veeraswamy instead."
3/2/2017,5 star rating,"Really delicious indian tapas food!! A little on the pricier end, but for a special occasion definitely worth looking into. Just make sure to make reservations as the lines can get crazy."
2/11/2013,3 star rating,"Awesome food but bad service. The waiter overruled our order and we ended up reordering more food. They srem to be surfing on their popularity. 5 star food, 2 star service"
15/10/2013,5 star rating,"So much to try, so little time.   I visited Dishoom 3 times over 5 days!  The menu is huge and you won't have enough room for everything.  It's great for light snacks, tea, or a meal.  Everything was fantastic that we tried, except for the lamb samosas which I was wowed by.  If you try anything there, get the mahi tikka. The fish is cooked perfectly and it's melts in your mouth!  Also, get a pimm's cup.  Service is friendly and there's also free wifi."
5/6/2016,5 star rating,"We were tourists visiting London and had never had Indian cuisine.  This place blew us away.  Service is fantastic, food comes out fast and it is so so good. If you order the chicken curry make sure to order a side of rice and bread to sop up the curry sauce! This is a must-eat if you're in London!"
14/10/2016,3 star rating,"Came here for breakfast on a recent weekday, which was a nice change from the very long lines at all hours for this place. Service was great. Prices reasonable. The bacon, egg nan was the highlight. The rest was average at best. Long lines for food just aren't worth it. You'll find better and more authentic Indian elsewhere in London."
28/5/2016,5 star rating,I cannot begin to explain how incredible the food is here. My husband and I are visiting from the United States and we both agree that this is the best food that we have probably ever eaten. I am gluten-free and they had a very extensive gluten-free menu. The cocktails were interesting and added a nice bonus to the meal. Our only regret was filling up on entrées and not leaving room for dessert. We had to wait for about an hour to get a table and it was well worth the wait
25/3/2015,5 star rating,I had my birthday meal here and I couldn't fault it. The booth we had was perfect for the event - great ambience and the staff were really helpful. None of us had eaten here before so we weren't really sure what to have but they were helpful and we over ordered as we wanted to try lots. The Black House Daal is a must. I would go back just for that again. Only tip is to book in advance - I booked about a month ahead and it was definitely worth it. We all left with only good things to say
12/2/2014,5 star rating,"One of the best breakfasts I had while I was in London. Food was tasty, ambiance was sweet, and the service was great."
2/1/2017,5 star rating,"Delicious food, cool decor and lovely staff. Try to go at a less busy time though because queuing outside at this time of year isn't too much fun.."
8/1/2014,4 star rating,"My first experience with Indian food came at Dishoom based on the recommendation of our very friendly (and Indian) Harry Potter tour guide. Dishoom is located just off Leicester square in a trendy neighborhood full of restaurants. There was a wait for a table at 2pm, which I took as a good sign. Our waiter seemed to embrace the challenge of picking out appropriate dishes for first time Indian food eaters, and he did an excellent job overall. I'd say the prices were fair, I just wish we hadn't ordered quite so much food. It felt like a shame to let so much go to waste."
23/9/2016,4 star rating,Just the right choice of vegetarian dishes.
5/11/2013,4 star rating,"Went here with a large (~15) group, and the staff at Dishoom was extremely accommodating. FOOD/DRINKS: Plentiful.  We ordered an assortment of appetizers, entrees, drinks, and dessert.  Everything was delicious!  We have several vegetarians, and they certainly didn't go hungry, so if you're not into eating meat, you'll still get a great meal here. PRICE:  I don't think it's super-cheap but found it reasonable for this part of London. AMBIANCE: It was a pretty loud, upbeat scene.  Kind of on the dark side at dinnertime. SERVICE: Fantastic.  There was a small hitch around the number of beers we ordered, and one of the non-beer drinks took a little longer to come out, but I thought we had great service. Would definitely recommend this place to others!"
26/6/2016,3 star rating,"This place was so popular that I wasn't able to get dinner here, so we came back the next morning for brunch. They don't have a dairy free friendly menu, even though they have a ""dairy allergy menu."" The allergy menu highlights what doesn't have milk (mostly drinks, they don't have milk substitutions) and what can be made without milk/butter (not many of the dishes, as all the bread contains milk.) Breakfast here was just ok, for some reason they were burning incense downstairs where we were seated. They did have what looked like a smoke detector inside but no fire sprinklers."
11/12/2014,5 star rating,"Except for long queues, sipping on a beautiful cocktail whilst you wait for your table to be ready is always good, the food is amazing, not your usual Indian restaurant, this is Indian with a twist! The best Indian food I have had in town :)"
20/4/2014,5 star rating,"Authentic, delicious Indian food.  Not the typical curries, but rather some adventurous stuff.  A bit noisy.  Reservations suggested, but worth the 30 minute wait we had."
13/2/2015,5 star rating,"The breakfast was fantastic, the service was even better, thoroughly enjoyed it and have  been several times.  I would strongly recommend it to everyone I know. A sausage Breakfast Naan is the way to go."
1/7/2015,4 star rating,"Excellent spot - great food, drink, and atmosphere. Really well managed. Very crowded and no reservations for under 6 people so show up early. (KCL location). Okra fries a must!"
30/8/2016,5 star rating,"Best lamp chops on planet earth, that is all. Service and atmosphere was great - highly recommend."
13/8/2016,5 star rating,Love Dishoom. Tip is to go late afternoon before dinner around 4pm and you are likely to get a table then. Everything on the menu is amazing and the Malbec compliments the food.
31/5/2016,5 star rating,"one word: amazing... Super trendy and cool place to take someone you wish to impress, pricing is really good in relation to great service and food... Definitively on my London to-revisit list!"
6/3/2011,3 star rating,"We booked a table for three for breakfast and were first in ;-). It was a different culinary experience especially in the mornig and worth popping in.   The atmosphere was friendly and relaxed.   We ordered Full Bombay and Bombay omelette - mediocre, Bacon Naan Roll - highly recommended and had them twice. We also tasted house chai, spiced espresso, fresh mint tea and English tea were all very good. The ambience was simply... Indian. It is one of the places worth visiting while in London."
9/11/2014,5 star rating,"Made reservations, at Dishoom on Friday prior to a show around the corner at thePhoenix theatre. We probably could have been seated without a reservation however the lineup was well established when we left.     The waitstaff was exceptional! Our waitress "" Flor"" from Belgium was amazing. Really added to our dining experience.     Finally to the food!! Top notch. I enjoyed an India Pale Ale brewed especially for Dishoom and shared a half litre of the house red. Delicious! The veg samosa starter very fresh and not at all greasy as is sometimes the case with deep fried starters. From the grill we enjoyed the Masala Prawns and Chicken Tikka. Order the ""house black daal "" sauce. It is simmered for over 24 hours and you can tell! Don't miss out on the vegetable side dishes especially the ""bowl of greens. It is bursting of fresh flavour and has a warm sauce!     Although a long way to go From Canada,I will return to Dishoom when I am back in London."
10/8/2013,3 star rating,"Food is good and the portions quite generous - I liked the black dal and the chole chawal that I ordered. Both were nicely spiced and steaming hot. However, the service was a little inconsistent and quite pushy which is a turnoff."
14/5/2014,5 star rating,Amazing Indian Cuisine! So far one of our favorite places to eat out here in London. Loved the service and the food was fabulous! We will definitely come back when we're back in London.
14/1/2014,4 star rating,One of the most authentic restaurants serving Mumbai wala khana! Everything from the tea to the appetizers to the main course and dessert were innovative but true to Indian standards. Must visit. Hope they open a US location in California too!
21/2/2016,2 star rating,"I went for brunch and had the sausage naan.  It was ok, but from the queue, I kind of expected more.  Maybe dinner is better."
31/12/2015,4 star rating,"Starters and dessert were great, entrees could be better/more authentic. Kulfi was to die for!!"
30/6/2016,5 star rating,"This place is AMAZING! Just watch out for the addition tip, you don't need to pay it! When in London, do not miss this place! If only they had one in Los Angeles!"
30/9/2016,5 star rating,Just delicious. I dream about the black dahl! So fantastic to have Indian food other than the traditional high street curry house type of Indian food.
28/11/2013,5 star rating,"Excellent meal. Everything was perfectly crafted. Loved all the dishes we ordered. Okra fry as an appetizer was crisp and tangy. Rajma chawal was finger licking good. Pau bhaji took me back to the streets of Mumbai. We ordered Kulfi and masala chai to end the night of gastronomy delight. If and when I am back in London, Dishoom deserves another stop over."
7/9/2011,4 star rating,"LOVE the decor: kitsch, cute, fun. LOVE the food: piping hot, appropriately spiced, delicious, with an unusual 'Indian tapas' style of serving. HATE the service: slow, drudging, and rude. This place would be 5 stars all the way if the waitstaff didn't all look like they'd rather be picking their toenails."
